交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20170803383193535331 	","                    	",2017/8/3 8:47,                    ,2017/8/3 8:47,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.02-收益发放 ,0.43,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080221001004330231436087	","TQP00433087a17dcc275b48289fb30dac26402fa7	",2017/8/2 15:34,2017/8/2 15:35,2017/8/2 15:36,其他（包括阿里巴巴和外部商家）,即时到账交易          ,亮亮              ,亮亮-收款               ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080221001004330231060671	","21501647847797563   	",2017/8/2 12:24,2017/8/2 12:24,2017/11/3 12:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,11.89,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080221001004330230397906	","20170802065251856598	",2017/8/2 6:52,2017/8/2 6:52,2017/11/3 6:53,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,50,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080221001004330230410329_20170802065102856485	","20170802065102856485	",2017/8/2 6:51,                    ,2017/8/2 6:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,退款-北京一卡通充值          ,50,收入      ,退款成功    ,0,0,                    ,已收入      
"2017080221001004330230410329	","20170802065102856485	",2017/8/2 6:51,2017/8/2 6:51,2017/8/2 6:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,50,支出      ,交易关闭    ,0,0,                    ,已支出      
"20170802380999507331 	","                    	",2017/8/2 6:32,                    ,2017/8/2 6:32,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.01-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080121001004330229134511	","017432015088        	",2017/8/1 14:20,2017/8/1 14:20,2017/11/2 14:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-11 北京(中关村大街二分店),支付宝支付               ,10.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20170801379359582331 	","                    	",2017/8/1 7:26,                    ,2017/8/1 7:26,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.31-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017073121001004330226935342	","2017073105212469187273	",2017/7/31 13:01,2017/7/31 13:01,2017/7/31 13:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京家乐福商业有限公司     ,北京中关村店（收银线）         ,5.26,支出      ,交易成功    ,0,0,                    ,已支出      
"20170731377355738331 	","                    	",2017/7/31 5:11,                    ,2017/7/31 5:11,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.30-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017073021001001330224841106	","T200P40832190372558587	",2017/7/30 11:43,2017/7/30 11:43,2017/8/9 12:24,淘宝        ,支付宝担保交易         ,西施染料旗航店         ,衣服染料染色剂旧衣翻新黑色免煮牛仔棉麻布扎染改色 西施染料粉,7.6,支出      ,交易成功    ,0,0,                    ,已支出      
"20170730375879547331 	","                    	",2017/7/30 5:25,                    ,2017/7/30 5:25,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.29-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"20170729374498606331 	","                    	",2017/7/29 6:04,                    ,2017/7/29 6:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.28-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072821001004330221563085	","TQP0013300a7135b481b04d4eade2b99a38e7b085	",2017/7/28 12:32,2017/7/28 12:32,2017/7/28 12:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,张根平                 ,9.17,支出      ,交易成功    ,0,0,                    ,已支出      
"2017072821001004330221017388	","20170728070011603973	",2017/7/28 7:00,2017/7/28 7:00,2017/10/29 7:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,30,支出      ,交易成功    ,0,0,                    ,已支出      
"20170728373104701331 	","                    	",2017/7/28 6:47,                    ,2017/7/28 6:47,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.27-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072721001001330220657713	","T200P40206208756558587	",2017/7/27 22:04,2017/7/27 22:04,2017/8/7 10:02,淘宝        ,支付宝担保交易         ,秉迪数码专营店         ,【天猫玩物节】2017新款iPad保护套苹果9.7寸平板电脑全包新版a1822卡通新ipad壳,25,支出      ,交易成功    ,0,0,                    ,已支出      
"2017072721001004330220347846	","TQP001330074e4206736d49549483ce0b5ec71685	",2017/7/27 18:02,2017/7/27 18:02,2017/7/27 18:03,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王会晓             ,王会晓                 ,17,支出      ,交易成功    ,0,0,                    ,已支出      
"20170727370524416331 	","                    	",2017/7/27 4:04,                    ,2017/7/27 4:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.26-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072621001004330218631485	","TQP00133078273bdad2d64e63a5227bec631456a1	",2017/7/26 18:10,2017/7/26 18:10,2017/7/26 18:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王会晓             ,王会晓                 ,16.97,支出      ,交易成功    ,0,0,                    ,已支出      
"2017072621001003330217816707	","20170726100740101001030004995546	",2017/7/26 12:06,2017/7/26 12:06,2017/7/26 12:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国泰财产保险有限责任公司    ,支付宝账户安全险            ,2.58,支出      ,交易成功    ,0,0,                    ,已支出      
"20170726369393281331 	","                    	",2017/7/26 5:21,                    ,2017/7/26 5:21,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.25-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072521001004330216838945	","TQP00133017f914edf5e34247a9300263533f2316	",2017/7/25 18:01,2017/7/25 18:01,2017/7/25 18:02,其他（包括阿里巴巴和外部商家）,即时到账交易          ,王会晓             ,王会晓                 ,17,支出      ,交易成功    ,0,0,                    ,已支出      
"20170725366890083331 	","                    	",2017/7/25 4:07,                    ,2017/7/25 4:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.24-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072421001004330214412454	","TQP001330138c54be7d7d42539489557cd0e9d320	",2017/7/24 12:21,2017/7/24 12:21,2017/7/24 12:22,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,张根平                 ,13,支出      ,交易成功    ,0,0,                    ,已支出      
"20170724366686498331 	","                    	",2017/7/24 8:04,                    ,2017/7/24 8:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.23-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072321001004330212410390	","210_201707230720102601863971	",2017/7/23 10:00,2017/7/23 10:00,2017/10/24 10:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-姜广生师傅          ,6.87,支出      ,交易成功    ,0,0,                    ,已支出      
"20170723365088504331 	","                    	",2017/7/23 7:20,                    ,2017/7/23 7:20,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.22-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"20170722363141463331 	","                    	",2017/7/22 5:07,                    ,2017/7/22 5:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.21-收益发放 ,0.44,收入      ,交易成功    ,0,0,                    ,已收入      
"2017072121001004330208966670	","100_201707210750310601359424	",2017/7/21 10:05,2017/7/21 10:05,2017/10/22 10:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴打车-赵海旺师傅          ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20170721361867271331 	","                    	",2017/7/21 6:54,                    ,2017/7/21 6:54,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.20-收益发放 ,0.45,收入      ,交易成功    ,0,0,                    ,已收入      
"20170720359971884331 	","                    	",2017/7/20 5:15,                    ,2017/7/20 5:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.19-收益发放 ,0.45,收入      ,交易成功    ,0,0,                    ,已收入      
"2017071921001004330206707588	","M2017071974493495   	",2017/7/19 21:33,2017/7/19 21:33,2017/7/19 21:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2017071921001004330206740054	","M2017071974490024   	",2017/7/19 21:32,2017/7/19 21:32,2017/7/19 21:32,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,47,支出      ,交易成功    ,0,0,                    ,已支出      
"2017071921001004330206335869	","981707196832003266039	",2017/7/19 17:45,2017/7/19 17:45,2017/7/19 17:45,其他（包括阿里巴巴和外部商家）,即时到账交易          ,屈臣氏（中国）         ,barcode             ,603.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20170719358891243331 	","                    	",2017/7/19 7:30,                    ,2017/7/19 7:30,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.18-收益发放 ,0.45,收入      ,交易成功    ,0,0,                    ,已收入      
"20170718356912553331 	","                    	",2017/7/18 5:12,                    ,2017/7/18 5:12,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.07.17-收益发放 ,0.45,收入      ,交易成功    ,0,0,                    ,已收入      
"20170717200040011100330059642834	","                    	",2017/7/17 20:00,2017/7/17 20:00,2017/7/17 20:00,支付宝网站     ,即时到账交易          ,海山              ,收款                  ,3,支出      ,交易成功    ,0,0,收款                  ,已支出      
"2017071721001004330202979853	","TQP0013305c732db1e7834f27b7ad62f1a6f6dec0	",2017/7/17 19:46,2017/7/17 19:46,2017/7/17 19:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,尚春苗             ,尚春苗                 ,20,支出      ,交易成功    ,0,0,                    ,已支出      
